programId_sv|programUniversity_sv|programTitle_sv|programDescription_sv|programPoints_sv|programYears_sv|programRequirements_sv|programAiDescription_sv|programPlace_sv|programDegree_sv|programLink
34|Kungliga Tekniska högskolan|Öppen ingång, civilingenjör|Öppen ingång civilingenjör på KTH är perfekt för dig som vill läsa till civilingenjör men inte vet vilken inriktning som passar dig bäst. Utbildningen ger dig valmöjlighet och garanti att få läsa vid en av KTH:s civilingenjörsutbildningar. Under ett läsår studerar du grundläggande ingenjörsämnen och bekantar dig med civilingenjörsprogrammen, innan du till år två väljer din inriktning. En utbildning till civilingenjör ger dig kunskaper för att bli en kreativ problemlösare som kan leda arbete i utvecklingens framkant. Året på Öppen ingång ger dig en bred ingång till KTH:s samtliga civilingenjörsutbildningar. Den får du genom att du dels läser kurser som är gemensamma för de ﬂesta av civilingenjörsutbildningarna, som matematik, teknik och naturvetenskap. Du läser även några kurser som är speciellt framtagna för Öppen ingång, till exempel kursen i grundläggande kemi. Alla kurser du läser på Öppen ingång kan sedan räknas med i din civilingenjörsexamen från det program du fortsätter på. En start på Öppen ingång leder till en civilingenjörsexamen om 300 högskolepoäng, precis som om du hade börjat direkt på ett program. Under läsåret vid Öppen ingång får du möjlighet att bekanta dig med KTH:s olika civilingenjörsutbildningar för att hitta ett program som passar dig. Inför valet får du även information och presentationer av de olika programmen, bland annat på Öppen ingångs egen valmässa. Dessutom har du goda möjligheter att skaffa dig mer information genom att prata med till exempel programansvariga, studievägledare, lärare och studenter på de olika programmen.  Under slutet av vårterminen söker du till de program du är intresserad av att läsa. Antalet platser på programmen är begränsat och urval görs utifrån dina studieresultat på Öppen ingång. Har du kommit in på Öppen ingång är du garanterad att få fortsätta läsa vid ett av KTH:s civilingenjörsutbildningar. Med en civilingenjörsexamen från KTH öppnar sig en hel värld av karriärmöjligheter, både i Sverige och internationellt. Civilingenjörer finns i alla delar av samhället och behövs för att skapa lösningar för en mer hållbar värld. Det kan till exempel handla om att utveckla hållbara energilösningar, klimatanpassad samhällsplanering eller nya tekniska lösningar. Vanliga yrkesroller är projektledare, utvecklare, forskare, konsult eller strateg inom olika områden. Oavsett vilket program du än väljer efter Öppen ingång är karriärmöjligheterna goda.|300|5|||På universitetet, KTH Campus|Civilingenjör, kandidat, master|https://www.kth.se/utbildning/civilingenjor/oppen-ingang
35|Karolinska institutet|Arbetsterapeutprogrammet|Arbetsterapeuter stödjer personer med olika former av aktivitetsbegränsningar att leva ett fungerande vardagsliv. Utifrån individens behov av att utföra meningsfulla aktiviteter främjas olika förmågor. Arbetsterapeutens verktyg kan vara att förändra aktiviteter, att introducera alternativa strategier eller att anpassa personens omgivande miljö. Som arbetsterapeut arbetar du med att förebygga, förbättra och kompensera personers nedsatta aktivitetsförmåga. Arbetsterapeutprogrammet ger dig specialkompetens och kunskap om de konsekvenser ohälsa eller funktionsvariation och hinder i miljön har på aktivitet och delaktighet. Som arbetsterapeut bedömer och genomför du åtgärder baserade på arbetsterapi och aktivitetsvetenskap. Fokus är samspelet mellan individens och de omgivande faktorernas relation till dagliga aktiviteter och hur delaktighet och engagemang i aktivitet möjliggör hälsa och utveckling.   Med stöd i teoretiska modeller och vetenskaplig evidens arbetar arbetsterapeuten för att öka personers möjligheter att exempelvis arbeta, studera eller fungera i sin bostad och på sin fritid.  Du kommer att arbeta med åtgärder som syftar till att förebygga sjukdom och ohälsa och att förbättra eller kompensera för nedsatt aktivitetsförmåga. Konkret kan det handla om allt från att träna upp olika kroppsliga förmågor till att förändra arbetsmetoder och göra anpassningar i den miljö personen ska fungera i. En viktig del rör tekniska anpassningar för att underlätta vardagen. Exempelvis digitala verktyg som mobilappar, specialbyggda hjälpmedel som ska stödja individens självständighet (exempelvis handortos) eller samhällsförbättrande (exempelvis ramper i entréer).   Programmet är inriktat på en undersökande och prövande pedagogik och innehåller moment som resursföreläsningar, dialogseminarier och arbeten enskilt eller i grupp. Undervisningen sker på campus Flemingsberg, kliniska träningscentra och i verksamheter som till exempel studentdrivna enheter. Sista terminen innehåller ett examensarbete och en valbar kurs där du har möjlighet att profilera dig inom området arbetsterapi. Yrket präglas av hög grad av kreativitet och erbjuder stora möjligheter till både självständigt och teambaserat arbete på en bred arbetsmarknad.  Som arbetsterapeut kan du arbeta inom hälso- och sjukvård, på sjukhus, vårdcentraler och inom kommunens verksamheter för att förebygga, behandla eller kompensera för ohälsa av olika slag. Arbetsterapeuter arbetar också inom försäkringskassan, på kriminalvården, hjälpmedelsföretag, inom skola och företagshälsovården, till exempel som egen företagare.|180|3|||På universitetet, KI Flemingsberg|Arbetsterapeutexamen och Medicine kandidatexamen|https://utbildning.ki.se/program/1ar15-arbetsterapeutprogrammet
36|Karolinska institutet|Audionomprogrammet|Audiologi betyder läran om hörseln och är ämnet för dig som är tekniskt, medicinskt och pedagogiskt intresserad och vill jobba med hörselutredningar samt med habilitering och rehabilitering av hörselskadade personer. Som audionom arbetar du med att hitta tekniska och pedagogiska lösningar för ett bättre hörande hos hörselskadade personer, både barn och vuxna. Du kan också arbeta med personer med andra hörselrelaterade problem, så som tinnitus, yrsel- och balanssjukdomar.  Audiologi involverar både människa och teknik. I arbetet ingår bland annat att göra hörselutredningar, prova ut hjälpmedel samt att undersöka hur hörselskador kan förebyggas på till exempel arbetsplatser och i offentliga miljöer. Som audionom har du också en viktig pedagogisk roll och undervisar hörselskadade personer både individuellt och i grupp.   Audionomprogrammet är tvärvetenskapligt och innehåller tekniska, medicinska och beteendevetenskapliga ämnen. Utbildningen fokuserar på den hörselskadades individuella behov inom hörsel, hörselnedsättning, hörselrehabilitering, och utprovning av hörapparat. I utbildningen tillämpas ett vetenskapligt synsätt som integreras med de senaste rönen från aktuella forskningsområden i form av vetenskapliga artiklar och projekt. Sista terminen innehåller ett självständigt projektarbete. Som audionom kan du arbeta med både barn och vuxna. Audionomer arbetar på hörselvårdsavdelningar, hörcentraler och på läkarmottagningar inom både privat och offentlig verksamhet. En del arbetar inom företagshälsovården samt barn- och skolhälsovården. Du kan också arbeta som produktspecialist på en hörapparatfirma. ​Allt fler audionomer blir egenföretagare. Efter avslutad utbildning kan du läsa vidare till en magisterexamen genom fristående kurser. Arbetsmarknaden för audionomer är mycket god. Prognoser från Saco visar på en stark efterfrågan även kommande år.|180|3|||På universitetet, KI Flemingsberg|Audionomexamen och Medicine kandidatexamen|https://utbildning.ki.se/program/1au16-audionomprogrammet
37|Karolinska institutet|Biomedicinska analytikerprogrammet|Biomedicinska analytiker har stor kunskap om människans fysiologi och patologi och om hur man använder både manuella metoder och den senaste avancerade tekniken för att diagnostisera sjukdomar eller besvara olika frågeställningar inom forskning. Den biomedicinska analytikerns yrke kan beskrivas som ett avancerat detektivarbete där du genom att veta hur du väljer och använder rätt metod eller undersökning samlar data för att besvara medicinska frågeställningar. Det ger dig som biomedicinsk analytiker en nyckelroll inom diagnostik i modern sjukvård. Som biomedicinsk analytiker är du specialist på biomedicinska laboratoriemetoder och fysiologiska undersökningsmetoder som du använder för att analysera människokroppens funktion. Inom både laboratoriemedicin och klinisk fysiologi är det en snabb teknisk utveckling vilket innebär att du ofta arbetar med avancerad teknik för att utföra dina analyser och undersökningar, men det finns också manuella metoder beroende på vilket område du arbetar inom. Som biomedicinsk analytiker så har du en självklar och mycket viktig roll inom klinisk diagnostik men du kan också arbeta inom andra fält som forskning och industri.  Inriktning klinisk fysiologi Som biomedicinsk analytiker med inriktning klinisk fysiologi blir du expert på olika typer av fysiologiska undersökningar. Dessa undersökningar utförs direkt på patienten med hjälp av avancerad teknik. Exempel på fysiologisk undersökningsmetodik är EKG, ultraljud, spirometri, EEG och isotopundersökningar som används för att undersöka funktionen hos hjärta, kärl, lungor, hjärna, nervsystem och njurar. Undersökningssvaren ger underlag för att identifiera alltifrån hjärtsvikt och åderförkalkning till astma och epilepsi.  Inriktning laboratoriemedicin  Som biomedicinsk analytiker med inriktning laboratoriemedicin blir du expert på avancerade biomedicinska metoder som utförs på biologiska prover, till exempel blod- eller vävnadsprov. Dessa biomedicinska analyser innefattar kemiska och biokemiska metoder, immunologiska metoder, morfologiska metoder, mikrobiologiska metoder och inte minst molekylärbiologiska metoder. Analyssvaren från dessa ger dig möjlighet att identifiera allt ifrån olika infektioner, diabetes och hjärt- och kärlsjukdomar till cancer och genetiska defekter.  Pedagogik På biomedicinska analytikerprogrammet kombineras olika undervisningsformer där fokus är på studentcentrerat, aktivt lärande för att skapa en bra lärandemiljö där medicinsk och metodologisk teori sammanlänkas med praktisk tillämpning i form av metoder och undersökningar samt verksamhetsförlagd utbildning på olika kliniker. Utbildningen har en tydlig forskningsanknytning och ger goda möjligheter till internationellt utbyte. Inriktning klinisk fysiologi  Efter utbildningen kan du välja att arbeta inom olika fysiologiska specialiteter såsom klinisk fysiologi, neurofysiologi eller nuklearmedicin. Andra alternativ är medicintekniska företag, friskvård och idrottsmedicin. Du kan även välja att läsa vidare på magister-/masternivå inom biomedicinsk laboratorievetenskap och därefter fortsätta till forskarutbildning.  Inriktning laboratoriemedicin  Som biomedicinsk analytiker med inriktning laboratoriemedicin kan du arbeta inom de olika laboratoriemedicinska specialiteterna som mikrobiologi, transfusionsmedicin, immunologi, kemi, patologi och genetik. Andra alternativ är bland annat läkemedels- och bioteknikföretag, veterinärmedicin eller kriminaltekniskt laboratorium. Du kan även välja att läsa vidare på magister-/masternivå inom till exempel biomedicinsk laboratorievetenskap och biomedicin och därefter fortsätta till forskarutbildning.|180|3|||På universitetet, KI Flemingsberg|Biomedicinsk analytikerexamen och Medicine kandidatexamen|https://utbildning.ki.se/program/1ba16-biomedicinska-analytikerprogrammet
38|Karolinska institutet|Fysioterapeutprogrammet|Fysioterapi syftar till att påverka människors hälsa genom rörelse med målet att utveckla, bibehålla och återfå optimal förmåga till rörelse och funktion för personer i alla åldrar oavsett sjukdom eller skada. Som fysioterapeut arbetar du både praktiskt och pedagogiskt med förebyggande, behandlande och rehabiliterande åtgärder. Fysioterapeuter arbetar med personer i alla åldrar som har eller riskerar att få funktionsnedsättningar. Nedsättningen kan vara en följd av sjukdomar och skador i olika organsystem, till exempel andningsorganen, cirkulationssystemet, nervsystemet och rörelseorganen eller som följd av psykisk ohälsa. I yrket ingår dessutom hälsofrämjande arbete på individ-, grupp- och samhällsnivå. Som fysioterapeut har du en självständig roll och ett eget ansvar för bedömning, val av åtgärder, genomförande av behandling och utvärdering av enskilda patienter/klienter inom hälso- och sjukvården och inom andra verksamheter eller organisationer. Fysioterapeuten ingår ofta i ett team med andra hälsoprofessioner.   Fysioterapeutens professionella kompetens grundar sig på fysioterapi och närliggande ämnen som omfattar bland annat anatomi, fysiologi, medicinska ämnen samt pedagogik och beteendemedicin. Du lär dig om kroppen och dess funktion, möjligheter och begränsningar. Teoretiska och praktiska moment integreras och praktiska färdigheter tränas både på kurskamrater och patienter/klienter. Genom fältstudier kommer du tidigt i kontakt med patienter och yrkesverksamma fysioterapeuter. Den kliniska utbildningen är i stor utsträckning förlagd till olika delar av hälso- och sjukvården inom Region Stockholm. Du har även möjlighet att förlägga delar av din utbildning på annan ort eller utomlands under sista terminen. Under den sista terminen skriver du ett examensarbete samt fördjupar dig inom något fysioterapeutiskt område som intresserar dig. Som fysioterapeut kan du arbeta på bland annat sjukhus, vårdcentraler, inom kommunal vård och omsorg, företagshälsovård, på idrottskliniker, friskvårdsanläggningar och privata mottagningar. Utbildningen ger en god grund för fortsatta studier inom något av fysioterapins specialistområden eller inom forskning.|180|3|||På universitetet, KI Flemingsberg|Fysioterapeutexamen och Medicine kandidatexamen|https://utbildning.ki.se/program/1fy18-fysioterapeutprogrammet
39|Karolinska institutet|Kandidatprogrammet i biomedicin|Kandidatprogrammet i biomedicin på Karolinska Institutet är ett internationellt utbildningsprogram som ges på engelska.   Biomedicinare har bred kunskap om människans biologi och patologi och djup kännedom om bakomliggande molekylära mekanismer för våra folksjukdomar, till exempel cancer, hjärt-kärlsjukdomar, infektionssjukdomar och neurologiska sjukdomar. Som biomedicinare jobbar du med att analysera och lösa medicinska problem med hjälp av den senaste kunskapen inom kemi och molekylärbiologi. Utbildningen ges i en aktiv forskningsmiljö och har en stark anknytning till aktuell biomedicinsk forskning. Eftersom biomedicin är ett internationellt ämnesområde uppmuntras du som student att läsa en del av programmet på ett av våra internationella partneruniversitet.   Utbildningen innehåller undervisning i både grundläggande naturvetenskapliga ämnesområden samt medicinskt och kliniskt orienterade kurser. Som student kommer du att göra laborationer och få träning i vetenskapliga metoder samt introduceras till basal och translationell forskning. Utbildningen sker på ett flertal av Karolinska Institutets institutioner.   Hela den sista terminen på programmet består av ett examensarbete. Som student väljer du själv ämnesområde inom det biomedicinska forskningsfältet för ditt examensarbete, som utförs antingen på en akademisk institution eller ett läkemedelsföretag i Sverige eller utomlands. Kandidatprogrammet i biomedicin ger en gedigen bas för fortsatta studier på masternivå och är specifikt knutet till de internationella masterprogrammen i biomedicin, bioentreprenörskap och toxikologi vid Karolinska Institutet. Programmet förbereder för en karriär inom forskning, management, marknadsföring, kliniska prövningar eller information relaterat till det biomedicinska fältet, inom life-science industrin eller akademin.|180|3|||På universitetet, KI Solna|Medicine kandidatexamen med huvudområdet biomedicin|https://utbildning.ki.se/program/1bi17-kandidatprogrammet-i-biomedicin
40|Karolinska institutet|Logopedprogrammet|Vi använder språket till allt från småprat till att debattera och skriva artiklar. Det är förmågor vi ofta tar för givna, men för många kan medicinska problem bli ett hinder för kommunikationen. Som logoped ställer du diagnos och behandlar problemen. Det bygger på goda kunskaper om hur hjärnan styr talet och hur vi kan hjälpa människor genom träning, stöd i samtal och tekniska kommunikationshjälpmedel. Logopeder arbetar också med patienter som har ät- och sväljsvårigheter. En logoped arbetar med människans kommunikationsförmåga: rösten, talet och språket. Som logoped ställer du diagnos och behandlar problemen. Det bygger på goda kunskaper om hur hjärnan styr talet och hur vi kan hjälpa människor genom träning, stöd i samtal och tekniska kommunikationshjälpmedel. Logopeder arbetar också med patienter som har ät- och sväljsvårigheter.  Som logoped arbetar du för att åstadkomma en så bra kommunikationsförmåga som möjligt. Du studerar också hur problemen uppstår, vad de beror på och hur de kan avhjälpas eller lindras. Utbildningen har en nära koppling mellan teori och praktik.  Logopedprogrammet passar dig som är intresserad av språk (lingvistik och fonetik), psykologi och medicin. Under programmet samordnas kurser i logopedi med kurser i psykologi, lingvistik och medicin. Bredden av ämnen är något som många studenter ser som en stor fördel med utbildningen.  Kurserna i logopedi är både teoretiska och praktiska. På de praktiska kurserna ligger fokus på logopedi inom främst hälso- och sjukvården. Du får handledning av erfarna logopeder i att undersöka och behandla patienter med röst-, tal- och språkstörningar eller sväljsvårigheter. Dina professionella färdigheter som logoped utvecklas under hela utbildningen och du får bland annat träna din egen röst.      Vetenskaplig metod ingår i flera kurser och sista terminen skriver du ett examensarbete. Du väljer också själv ett praktiskt fördjupningsområde i logopedi liksom en valbar kurs på termin 7.     Utbildningen ger bra möjligheter till utbytesstudier genom att logopedprogrammet har avtal om studentutbyte med flera universitet runt om i världen. Efter examen kan du ansöka om att bli legitimerad logoped. Logopeder kan jobba med både barn och vuxna. De flesta logopeder arbetar i hälso- och sjukvården, till exempel på logopedmottagningar och stroketeam på sjukhus eller inom habilitering och rehabilitering. En växande arbetsmarknad är skola, förskola och elevhälsa liksom äldreomsorg och kommunal rehabilitering. Allt fler logopeder arbetar inom privat finansierad logopedi och utbildningsverksamhet. Logopedexamen ger grundläggande behörighet till forskarutbildning som kan leda vidare till forskning och undervisning på universitet och högskolor. Arbetsmarknaden för logopeder är stabil, prognoser från Saco visar på en stark efterfrågan även kommande år.|240|4|||På universitetet, KI Flemingsberg|Logopedexamen|https://utbildning.ki.se/program/2lg16-logopedprogrammet
41|Karolinska institutet|Läkarprogrammet|Läkarprogrammet vid Karolinska Institutet ger dig grunden till ett livslångt lärande i läkaryrket med många valmöjligheter för utveckling i framtiden. För läkarexamen från det legitimationsgrundande sexåriga läkarprogrammetet ställs höga krav på medicinskt kunnande, praktiska färdigheter, vetenskaplighet och professionell kompetens. Läkarprogrammet syftar till att utbilda läkare som är väl förberedda för arbete inom dagens hälso- och sjukvård och har handlingsberedskap för framtidens utmaningar. Utbildningen ger dig goda medicinska kunskaper och färdigheter med fokus på kritisk reflektion och djup förståelse i såväl biologisk som mänsklig bemärkelse. Du ska utveckla vetenskapliga och professionella kunskaper, färdigheter och förhållningssätt. Läkare utbildade vid KI ska ha god förmåga till lagarbete och kommunikation, ett etiskt förhållningssätt och engagemang för människors hälsa globalt, nationellt och lokalt samt förmåga att ta ansvar för vård i samarbete med andra yrkeskategorier. Du förväntas utveckla ett nyfikenhetsdrivet intresse för kunskapssökande, livslångt lärande och lust till att förmedla kunskap. Läkarprogrammet passar dig som vill arbeta tillsammans med andra och utveckla många sidor av dig själv i ett livslångt perspektiv för att kunna bidra till att förbättra människors hälsa. Som läkare behöver du också värna om samhällets resurser och ha förståelse för hälsofrågor i en globaliserad värld.  Utbildningens innehåll bygger på fem kompetensområden: Basvetenskaplig, vetenskaplig, klinisk, professionell samt kompetenser inom global och jämlik hälsa. Kompetensområdena integreras i undervisningen och återspeglas i lärandemål, innehåll, arbetsformer och examination. Ibland utgör de egna kurser eller moment i kurser. Undervisningen utgår ifrån modellen teambaserat lärande, där centrala färdigheter som samarbete, kommunikation och ledarskap tränas samtidigt som du lär dig teoretiskt innehåll. Särskilt under senare del av programmet sker en betydande del av undervisningen i vården, där du deltar i det dagliga patientarbetet under handledning.  Efter avklarade studier får du läkarexamen och kan direkt ansöka om läkarlegitimation. Därefter kan du specialisera dig inom någon av de många specialiteter som finns.  Som läkare väntar en bred arbetsmarknad med kärnan i patientrelaterat arbete på vårdcentral, sjukhus, mottagningar, laboratorier eller inom företagshälsovård. Det finns även stora möjligheter att arbeta med digitala vårdtjänster, utomlands, inom hjälporganisationer eller med medicinska expertfunktioner inom andra delar av samhället. Många läkare arbetar helt eller delvis med undervisning och forskning inom olika medicinska områden, en del inom läkemedelsindustrin. Som läkare väntar en bred arbetsmarknad med kärnan i patientrelaterat arbete på vårdcentral, sjukhus, mottagningar, laboratorier eller inom företagshälsovård. Det finns även stora möjligheter att arbeta med digitala vårdtjänster, utomlands, inom hjälporganisationer eller med medicinska expertfunktioner inom andra delar av samhället. Många läkare arbetar helt eller delvis med undervisning och forskning inom olika medicinska områden, en del inom läkemedelsindustrin.|360|6|||På universitetet, KI Solna|Läkarexamen|https://utbildning.ki.se/program/2la21-lakarprogrammet
42|Karolinska institutet|Optikerprogrammet|"En optiker är specialist på ögat och människans syn. Som optiker hjälper du människor till ett bekvämare seende och en bättre tillvaro. Till din hjälp har du den absolut senaste teknologin och produkter som kan anpassas för varje individ. Om du söker ett meningsfullt arbete där du underlättar människors vardag är arbetet som optiker något för dig. Som optiker blir du specialist på ögat och människans syn. Som optiker utför du synundersökningar, mäter och korrigerar synfel, upptäcker och följer patologisk tillstånd samt hjälper människor att välja rätt synhjälpmedel såsom glasögon och linser. Utbildningen är uppbyggd utifrån begreppen syn, seende och du lär dig förstå och upptäcka ögats åldrande och sjukliga förändringar. De tongivande ämnena är medicin, fysiologisk optik och kontaktlinsteknik. Studierna bedrivs såväl individuellt som i grupp och består av föreläsningar, kliniskt arbete, praktik (VIL/ VFU), praktiska övningar, projektarbeten samt seminarier och fältstudier. Delar av undervisningen är förlagd till Kungliga Tekniska Högskolan (KTH).  Optikeryrket är under ständig utveckling. Under de senaste tjugo åren har det gått från att vara ett hantverksyrke till att bli ett kliniskt yrke inom hälso- och sjukvården med egen legitimation. Liksom många går till läkaren för hälsokontroll väljer många att regelbundet besöka sin optiker för att kontrollera att ögonen mår bra. Det innebär att du som optiker behöver en bred medicinsk kunskap.  Optikerprogrammets pedagogiska grundsyn bygger på ""learning by doing"". För oss betyder detta upplevelsebaserad inlärning - att du som student ska vara aktiv, göra själv, prova på, lära och lära av andra studenter. Som optikerstudent får du klinisk träning i våra moderna lokaler i Eye Center of Excellence, både på vår egen ögonklinik och på den unika ""KUM-Ö-mottagning"" som vi sedan 2020 driver i samarbete med ögonakuten på S:t Eriks Ögonsjukhus. Då optiker är ett yrke inom hälso- och sjukvården följer vi Socialstyrelsens basala hygienrutiner både på vår klinik och på KUM-Ö-mottagningen.  Inom utbildningen har vi ett antal internationella samarbeten. Du kan resa iväg på utbytesstudier till våra partneruniversitet i Danmark, Schweiz och Spanien, eller delta i digitala utbyten genom samarbeten med universitet i bland annat Australien.  Som optiker gäller det att hålla sig uppdaterad om den senaste tekniken, hur den används och hur resultaten av undersökningarna ska tolkas. Produktutvecklingen av individuellt anpassade synhjälpmedel går också ständigt framåt.  KI:s optikerutbildning har ackrediterats av European Council of Optometry and Optics (ECOO), som en optikerutbildning av absolut högsta kvalitet. Detta innebär bland annat att du som genomgår KI:s optikerprogram (examen 2008 eller senare) och därefter KI:s magisterprogram i klinisk optometri har möjlighet att efter avslutade studier begära ECOO:s European Diploma in Optometry. Du ansöker om ECOO:s diploma med den portfolio som du bygger upp under din utbildning. KI är ett av totalt fem lärosäten vars utbildningar på detta sätt blivit ackrediterade av ECOO. Som optiker kan du arbeta i en optikerbutik eller på en ögonklinik inom offentlig eller privat sektor. Jobbmöjligheter finns också inom optisk industri och på syncentraler, där optiker hjälper personer med reducerad synförmåga. Efter avslutad optikerutbildning är du behörig att söka till KI:s magisterprogram i klinisk optometri."|180|3|||På universitetet, KI Solna|Optikerexamen och Medicine kandidatexamen|https://utbildning.ki.se/program/1op19-optikerprogrammet
43|Karolinska institutet|Psykologprogrammet|Psykologi är vetenskapen om människans beteende, upplevelser, tankar och känslor. Psykologyrket passar dig som tycker om att arbeta med olika människor, och är nyfiken på hur vi fungerar och utvecklas som individ och i grupp. En bakgrund inom såväl samhällskunskap som naturvetenskap är en bra grund för att studera till psykolog. Psykologprogrammet vid Karolinska Institutet är utformat utifrån ett biopsykosocialt perspektiv där människans tankar, känslor och beteenden förstås utifrån biologiska, psykologiska och sociala faktorer. Programmet har en särskild inriktning mot hälso- och sjukvård liksom en stark forskningsanknytning.   Utbildningen är upplagd så att alla kurser bygger på varandra. Den inleds med grundläggande kurser i psykologins olika områden som biologi, experimentell metod, kognitiva processer och socialpsykologi. En bit in i programmet tillkommer kliniskt inriktade kurser, men också kurser inom samhälle och hälsa samt arbets- och organisationspsykologi. Under den senare delen av utbildningen fördjupas dina teoretiska kunskaper samtidigt som de integreras med avancerade kliniska färdigheter. Du får lära dig att ge psykologisk behandling via internet. Här ingår också en längre praktikperiod och utbildning i psykologisk behandling/psykoterapi, där du under handledning behandlar patienter som lider av psykisk ohälsa. Utbildningen avslutas med ett examensarbete.  De flesta av lärarna är aktiva forskare, många av dem professorer, och all undervisning sker i nära koppling till den forskning som bedrivs vid KI och på andra lärosäten. Under hela utbildningen återkommer undervisning i vetenskaplig metod och statistik.  Psykologprogrammet vid KI har ett nära samarbete med hälso- och sjukvården i Region Stockholm. En del av utbildningen genomförs ute i olika verksamheter med stöd från kliniska handledare. Redan under termin 1 kommer du ut på studiebesök. Senare under utbildningen ingår auskultationer, konsultation, praktik och behandlingsarbete inom olika verksamheter, framför allt inom hälso- och sjukvården.  Under termin 6 innehåller psykologprogrammet en längre valbar period. Du kan då läsa fördjupande kurser, åka på utbyte till något av våra partneruniversitet eller skriva en kandidatuppsats.  Psykologprogrammet läses på heltid och till större delen på campus. I studierna varvas teori och praktik. Undervisningen sker i form av föreläsningar, seminarier, grupparbeten och särskild färdighetsträning. Som student förväntas du dels ta ansvar för ditt eget lärande, dels delta aktivt och engagerat i den gemensamma undervisningen. Efter examen och ett års praktisk tjänstgöring kan du ansöka hos Socialstyrelsen om att bli legitimerad psykolog. Med tiden kan du vidareutbilda dig till specialist inom något område som du tycker är extra intressant. Redan efter din psykologexamen har du möjlighet att söka till doktorandutbildning för att utbilda dig till forskare.  Som psykolog arbetar du med människors psykiska hälsa, gör utredningar, diagnostiserar psykologiska problem och ger psykologisk behandling. Andra arbetsuppgifter kan vara förebyggande hälsoarbete och konsultation inom olika verksamheter. De flesta psykologer arbetar inom hälso- och sjukvård, men många återfinns också inom skola, habilitering och psykiatri - eller på organisationer eller företag som behöver stöd för utveckling av verksamheten.|300|5|||På universitetet, KI Solna|Psykologexamen och Medicine kandidatexamen samt Medicine Master|https://utbildning.ki.se/program/2ps18-psykologprogrammet
44|Karolinska institutet|Röntgensjuksköterskeprogrammet|Radiologin har en central roll inom hälso- och sjukvården och den avancerade tekniken ligger till grund för många viktiga beslut för fortsatt vård och behandling. Som röntgensjuksköterska verkar du inom en högteknologisk miljö där utvecklingen ständigt accelererar med nya och avancerade undersöknings-och behandlingsmetoder. Röntgensjuksköterskans primära ansvar är att utföra radiografiska undersökningar och producera bildmaterial som underlag för patientens diagnos men hen utför också behandlingar med tekniskt avancerad utrustning samtidigt som man tillhandahåller omvårdnad och stöd till patienten. En röntgensjuksköterska är sakkunning på digital bildframställning och utför bild- och funktionsundersökningar med hjälp av bland annat röntgenstrålar, ultraljud och magnetfält. Som röntgensjuksköterska arbetar du inom verksamheter där patienter diagnostiseras, behandlas eller screenas för preventiva åtgärder. Huvudämnet radiografi har en tydlig klinisk orientering med syfte att ge kunskap om hur olika bildgivande metoder (till exempel konventionella röntgenundersökningar, datortomografi, magnetkamera, angiografi/intervention) bäst används för att ställa diagnos, utföra och följa upp behandlingar. Utbildningen ger fördjupad kunskap om strålning, modaliteter som används och tekniken som ligger bakom. Du lär dig att utvärdera dina egna undersökningar och säkerställa att bildunderlagen håller tillräckligt hög kvalitet.  Under varje termin kommer du att genomföra verksamhetsförlagd utbildning, VFU (praktik), på en röntgenavdelning på såväl stora sjukhus som små kliniker, där du får praktisk träning i att utföra bild-och funktionsundersökningar. Det finns också möjlighet till VFU-platser både inom Norden och Europa, vilket ger dig internationell erfarenhet. Föreläsningar, seminarier och laborationer är återkommande moment under dina studier.  Observera att den verksamhetsförlagda utbildningen kan vara schemalagd på kvällar och helger för att ge dig en heltäckande erfarenhet av arbetslivet inom professionen. Röntgensjuksköterskeprogrammet ger både en akademisk kandidatexamen inom radiografi och en yrkesexamen som röntgensjuksköterska. Som färdig röntgensjuksköterska kan du arbeta på röntgenkliniker inom landstinget eller hos privata vårdgivare där du kan specialisera dig inom till exempel trauma, utveckling av undersökningsmetoder eller patientomvårdnad. Röntgensjuksköterskans verksamhetsområden omfattar undersökningar och behandlingar av människan i livets olika skeden; det ofödda barnet, barn, ungdomar, vuxna och äldre samt i samband med rättsmedicinska undersökningar. Det finns goda möjligheter till fortsatta studier på magister- och därefter forskarnivå.|180|3|||På universitetet, KI Flemingsberg|Röntgensjuksköterskeexamen och Medicine kandidatexamen|https://utbildning.ki.se/program/1rs13-rontgensjukskoterskeprogrammet
